outcome_type,in_type,treatment,metric,value,model_type,exons,length,rc,replicate
log2FC,6-mer,SA,R2,0.0626241807137637,linear,not apply,2048,True,not apply
log2FC,6-mer,SA,Pearson,0.2503639253381804,linear,not apply,2048,True,not apply
log2FC,6-mer,SA,Spearman,0.2429208915763571,linear,not apply,2048,True,not apply
log2FC,6-mer,SA,sign_accuracy,0.4973823297188057,linear,not apply,2048,True,not apply
log2FC,6-mer,SA+MeJA,R2,0.0306034303466794,linear,not apply,2048,True,not apply
log2FC,6-mer,SA+MeJA,Pearson,0.1760094114402415,linear,not apply,2048,True,not apply
log2FC,6-mer,SA+MeJA,Spearman,0.183141833395273,linear,not apply,2048,True,not apply
log2FC,6-mer,SA+MeJA,sign_accuracy,0.4988812944611878,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA,R2,0.0776139695732988,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA,Pearson,0.279985233185537,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA,Spearman,0.2675151603709121,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA,sign_accuracy,0.4970334360910903,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA+MeJA,R2,0.0706751278973983,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA+MeJA,Pearson,0.2669072891997877,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA+MeJA,Spearman,0.2536729558514395,linear,not apply,2048,True,not apply
log2FC,6-mer,ABA+MeJA,sign_accuracy,0.4982760550159945,linear,not apply,2048,True,not apply
log2FC,6-mer,3-OH10,R2,0.088351160992164,linear,not apply,2048,True,not apply
log2FC,6-mer,3-OH10,Pearson,0.3011636753597857,linear,not apply,2048,True,not apply
log2FC,6-mer,3-OH10,Spearman,0.2026491003304376,linear,not apply,2048,True,not apply
log2FC,6-mer,3-OH10,sign_accuracy,0.481494310245817,linear,not apply,2048,True,not apply
log2FC,6-mer,chitooct,R2,0.0732698793271943,linear,not apply,2048,True,not apply
log2FC,6-mer,chitooct,Pearson,0.2734702853838352,linear,not apply,2048,True,not apply
log2FC,6-mer,chitooct,Spearman,0.1695799719751057,linear,not apply,2048,True,not apply
log2FC,6-mer,chitooct,sign_accuracy,0.4847702703906253,linear,not apply,2048,True,not apply
log2FC,6-mer,elf18,R2,0.1299780710959667,linear,not apply,2048,True,not apply
log2FC,6-mer,elf18,Pearson,0.3627404535141907,linear,not apply,2048,True,not apply
log2FC,6-mer,elf18,Spearman,0.2711709841691613,linear,not apply,2048,True,not apply
log2FC,6-mer,elf18,sign_accuracy,0.4900425913541758,linear,not apply,2048,True,not apply
log2FC,6-mer,flg22,R2,0.1360695385659869,linear,not apply,2048,True,not apply
log2FC,6-mer,flg22,Pearson,0.3714624596037195,linear,not apply,2048,True,not apply
log2FC,6-mer,flg22,Spearman,0.2742918610760433,linear,not apply,2048,True,not apply
log2FC,6-mer,flg22,sign_accuracy,0.4950202307964262,linear,not apply,2048,True,not apply
log2FC,6-mer,nlp20,R2,0.1030514498787705,linear,not apply,2048,True,not apply
log2FC,6-mer,nlp20,Pearson,0.3215489464206414,linear,not apply,2048,True,not apply
log2FC,6-mer,nlp20,Spearman,0.2443236780379929,linear,not apply,2048,True,not apply
log2FC,6-mer,nlp20,sign_accuracy,0.4856607042384961,linear,not apply,2048,True,not apply
log2FC,6-mer,OGs,R2,0.1243283706363652,linear,not apply,2048,True,not apply
log2FC,6-mer,OGs,Pearson,0.3539929388771448,linear,not apply,2048,True,not apply
log2FC,6-mer,OGs,Spearman,0.2605430311237234,linear,not apply,2048,True,not apply
log2FC,6-mer,OGs,sign_accuracy,0.4857964281192,linear,not apply,2048,True,not apply
log2FC,6-mer,Pep1,R2,0.1269193463465131,linear,not apply,2048,True,not apply
log2FC,6-mer,Pep1,Pearson,0.3568251042705344,linear,not apply,2048,True,not apply
log2FC,6-mer,Pep1,Spearman,0.2728957902849207,linear,not apply,2048,True,not apply
log2FC,6-mer,Pep1,sign_accuracy,0.4918244271232462,linear,not apply,2048,True,not apply
log2FC,DAPseq,MeJA,R2,0.0303477186560008,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,MeJA,Pearson,0.1755902873946117,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,MeJA,Spearman,0.1874292579376257,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,MeJA,sign_accuracy,0.5049766713689215,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA,R2,0.0513695108651758,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA,Pearson,0.2292687415581226,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA,Spearman,0.2246960644436466,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA,sign_accuracy,0.5054986565078342,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA+MeJA,R2,0.0219074257256971,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA+MeJA,Pearson,0.1515484290533406,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA+MeJA,Spearman,0.1563340394648527,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,SA+MeJA,sign_accuracy,0.499567852066004,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA,R2,0.0517275047111496,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA,Pearson,0.2280415869077939,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA,Spearman,0.2158297236199989,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA,sign_accuracy,0.4989808123993929,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA+MeJA,R2,0.048908590790838,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA+MeJA,Pearson,0.2216593149984595,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA+MeJA,Spearman,0.1948231870142589,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,ABA+MeJA,sign_accuracy,0.5014981902837191,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,3-OH10,R2,0.0607949785232962,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,3-OH10,Pearson,0.2488125390805547,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,3-OH10,Spearman,0.1768209611044277,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,3-OH10,sign_accuracy,0.4947567212363148,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,chitooct,R2,0.0549515635105468,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,chitooct,Pearson,0.2408958735843261,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,chitooct,Spearman,0.1602317825479357,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,chitooct,sign_accuracy,0.4925855263743834,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,elf18,R2,0.088311739740413,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,elf18,Pearson,0.3053161055391504,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,elf18,Spearman,0.2373621488863247,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,elf18,sign_accuracy,0.4946341631528831,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,flg22,R2,0.0895072006059647,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,flg22,Pearson,0.3070654264298018,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,flg22,Spearman,0.2297775458220384,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,flg22,sign_accuracy,0.4956243085536249,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,nlp20,R2,0.0638293931963791,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,nlp20,Pearson,0.2570965065438348,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,nlp20,Spearman,0.1903911014487798,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,nlp20,sign_accuracy,0.4867933500332436,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,OGs,R2,0.0750643628493701,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,OGs,Pearson,0.2789824644683134,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,OGs,Spearman,0.2078593393466702,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,OGs,sign_accuracy,0.4885720879676617,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,Pep1,R2,0.0808565448751665,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,Pep1,Pearson,0.2880048724838516,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,Pep1,Spearman,0.2231766943028121,linear,not apply,2048,not apply,not apply
log2FC,DAPseq,Pep1,sign_accuracy,0.495470965738336,linear,not apply,2048,not apply,not apply
log2FC,One-Hot,MeJA,R2,0.0305423140525817,CNN,masked,2048,True,0
log2FC,One-Hot,MeJA,Pearson,0.1888776845250427,CNN,masked,2048,True,0
log2FC,One-Hot,MeJA,sign_accuracy,0.5538270068450529,CNN,masked,2048,True,0
log2FC,One-Hot,MeJA,Spearman,0.1575735784001503,CNN,masked,2048,True,0
log2FC,One-Hot,SA,R2,0.0452750325202941,CNN,masked,2048,True,0
log2FC,One-Hot,SA,Pearson,0.2272920615544051,CNN,masked,2048,True,0
log2FC,One-Hot,SA,sign_accuracy,0.5874299937772246,CNN,masked,2048,True,0
log2FC,One-Hot,SA,Spearman,0.2188270222833239,CNN,masked,2048,True,0
log2FC,One-Hot,SA+MeJA,R2,0.0190020203590393,CNN,masked,2048,True,0
log2FC,One-Hot,SA+MeJA,Pearson,0.1766812425783263,CNN,masked,2048,True,0
log2FC,One-Hot,SA+MeJA,sign_accuracy,0.5575606720597387,CNN,masked,2048,True,0
log2FC,One-Hot,SA+MeJA,Spearman,0.1964259407553107,CNN,masked,2048,True,0
log2FC,One-Hot,ABA,R2,0.0584872364997863,CNN,masked,2048,True,0
log2FC,One-Hot,ABA,Pearson,0.2598953586656375,CNN,masked,2048,True,0
log2FC,One-Hot,ABA,sign_accuracy,0.5908525202240199,CNN,masked,2048,True,0
log2FC,One-Hot,ABA,Spearman,0.2465160737373429,CNN,masked,2048,True,0
log2FC,One-Hot,ABA+MeJA,R2,0.0589669346809387,CNN,masked,2048,True,0
log2FC,One-Hot,ABA+MeJA,Pearson,0.2729439058841766,CNN,masked,2048,True,0
log2FC,One-Hot,ABA+MeJA,sign_accuracy,0.5886745488487866,CNN,masked,2048,True,0
log2FC,One-Hot,ABA+MeJA,Spearman,0.2479599324157401,CNN,masked,2048,True,0
log2FC,One-Hot,3-OH10,R2,0.155329942703247,CNN,masked,2048,True,0
log2FC,One-Hot,3-OH10,Pearson,0.4045029883793795,CNN,masked,2048,True,0
log2FC,One-Hot,3-OH10,sign_accuracy,0.5958307405102676,CNN,masked,2048,True,0
log2FC,One-Hot,3-OH10,Spearman,0.2591398503242765,CNN,masked,2048,True,0
log2FC,One-Hot,chitooct,R2,0.1589415669441223,CNN,masked,2048,True,0
log2FC,One-Hot,chitooct,Pearson,0.400336729905738,CNN,masked,2048,True,0
log2FC,One-Hot,chitooct,sign_accuracy,0.582451773490977,CNN,masked,2048,True,0
log2FC,One-Hot,chitooct,Spearman,0.2502185031323258,CNN,masked,2048,True,0
log2FC,One-Hot,elf18,R2,0.1721075177192688,CNN,masked,2048,True,0
log2FC,One-Hot,elf18,Pearson,0.4248482845943311,CNN,masked,2048,True,0
log2FC,One-Hot,elf18,sign_accuracy,0.6135656502800249,CNN,masked,2048,True,0
log2FC,One-Hot,elf18,Spearman,0.2959122596418533,CNN,masked,2048,True,0
log2FC,One-Hot,flg22,R2,0.177023708820343,CNN,masked,2048,True,0
log2FC,One-Hot,flg22,Pearson,0.4361568637884623,CNN,masked,2048,True,0
log2FC,One-Hot,flg22,sign_accuracy,0.6095208462974486,CNN,masked,2048,True,0
log2FC,One-Hot,flg22,Spearman,0.3105254965098207,CNN,masked,2048,True,0
log2FC,One-Hot,nlp20,R2,0.1565896272659301,CNN,masked,2048,True,0
log2FC,One-Hot,nlp20,Pearson,0.4101267231842563,CNN,masked,2048,True,0
log2FC,One-Hot,nlp20,sign_accuracy,0.6036092097075295,CNN,masked,2048,True,0
log2FC,One-Hot,nlp20,Spearman,0.2904037457226986,CNN,masked,2048,True,0
log2FC,One-Hot,OGs,R2,0.1695239543914795,CNN,masked,2048,True,0
log2FC,One-Hot,OGs,Pearson,0.4226816827965453,CNN,masked,2048,True,0
log2FC,One-Hot,OGs,sign_accuracy,0.6023646546359677,CNN,masked,2048,True,0
log2FC,One-Hot,OGs,Spearman,0.2908153149657753,CNN,masked,2048,True,0
log2FC,One-Hot,Pep1,R2,0.1858978867530822,CNN,masked,2048,True,0
log2FC,One-Hot,Pep1,Pearson,0.4388022819043682,CNN,masked,2048,True,0
log2FC,One-Hot,Pep1,sign_accuracy,0.6085874299937772,CNN,masked,2048,True,0
log2FC,One-Hot,Pep1,Spearman,0.3151493469835879,CNN,masked,2048,True,0
log2FC,One-Hot,MeJA,R2,0.0482460260391235,CNN,all,2048,True,0
log2FC,One-Hot,MeJA,Pearson,0.2354769211368882,CNN,all,2048,True,0
log2FC,One-Hot,MeJA,sign_accuracy,0.5756067205973865,CNN,all,2048,True,0
log2FC,One-Hot,MeJA,Spearman,0.2512863814910135,CNN,all,2048,True,0
log2FC,One-Hot,SA,R2,0.0944069623947143,CNN,all,2048,True,0
log2FC,One-Hot,SA,Pearson,0.338086939902123,CNN,all,2048,True,0
log2FC,One-Hot,SA,sign_accuracy,0.6275668948350964,CNN,all,2048,True,0
log2FC,One-Hot,SA,Spearman,0.3421172153041011,CNN,all,2048,True,0
log2FC,One-Hot,SA+MeJA,R2,0.0425963401794433,CNN,all,2048,True,0
log2FC,One-Hot,SA+MeJA,Pearson,0.2210885284838975,CNN,all,2048,True,0
log2FC,One-Hot,SA+MeJA,sign_accuracy,0.6008089607965152,CNN,all,2048,True,0
log2FC,One-Hot,SA+MeJA,Spearman,0.2807871887662767,CNN,all,2048,True,0
log2FC,One-Hot,ABA,R2,0.0898060202598571,CNN,all,2048,True,0
log2FC,One-Hot,ABA,Pearson,0.3122939925350018,CNN,all,2048,True,0
log2FC,One-Hot,ABA,sign_accuracy,0.6107654013690106,CNN,all,2048,True,0
log2FC,One-Hot,ABA,Spearman,0.324809622510543,CNN,all,2048,True,0
log2FC,One-Hot,ABA+MeJA,R2,0.0925014615058898,CNN,all,2048,True,0
log2FC,One-Hot,ABA+MeJA,Pearson,0.3216653082998931,CNN,all,2048,True,0
log2FC,One-Hot,ABA+MeJA,sign_accuracy,0.6182327317983821,CNN,all,2048,True,0
log2FC,One-Hot,ABA+MeJA,Spearman,0.3420620390949235,CNN,all,2048,True,0
log2FC,One-Hot,3-OH10,R2,0.1813544034957885,CNN,all,2048,True,0
log2FC,One-Hot,3-OH10,Pearson,0.4544701505102336,CNN,all,2048,True,0
log2FC,One-Hot,3-OH10,sign_accuracy,0.6490354698195395,CNN,all,2048,True,0
log2FC,One-Hot,3-OH10,Spearman,0.3792059970402742,CNN,all,2048,True,0
log2FC,One-Hot,chitooct,R2,0.1732777953147888,CNN,all,2048,True,0
log2FC,One-Hot,chitooct,Pearson,0.4346884440373894,CNN,all,2048,True,0
log2FC,One-Hot,chitooct,sign_accuracy,0.6216552582451773,CNN,all,2048,True,0
log2FC,One-Hot,chitooct,Spearman,0.3514036376222709,CNN,all,2048,True,0
log2FC,One-Hot,elf18,R2,0.2356140613555908,CNN,all,2048,True,0
log2FC,One-Hot,elf18,Pearson,0.4998628437037859,CNN,all,2048,True,0
log2FC,One-Hot,elf18,sign_accuracy,0.6717485998755445,CNN,all,2048,True,0
log2FC,One-Hot,elf18,Spearman,0.4473940488014059,CNN,all,2048,True,0
log2FC,One-Hot,flg22,R2,0.2495065331459045,CNN,all,2048,True,0
log2FC,One-Hot,flg22,Pearson,0.5150520136308296,CNN,all,2048,True,0
log2FC,One-Hot,flg22,sign_accuracy,0.6658369632856254,CNN,all,2048,True,0
log2FC,One-Hot,flg22,Spearman,0.4606956989530668,CNN,all,2048,True,0
log2FC,One-Hot,nlp20,R2,0.1929098963737487,CNN,all,2048,True,0
log2FC,One-Hot,nlp20,Pearson,0.4559097496191379,CNN,all,2048,True,0
log2FC,One-Hot,nlp20,sign_accuracy,0.6561916614810205,CNN,all,2048,True,0
log2FC,One-Hot,nlp20,Spearman,0.4369878594888272,CNN,all,2048,True,0
log2FC,One-Hot,OGs,R2,0.2150541543960571,CNN,all,2048,True,0
log2FC,One-Hot,OGs,Pearson,0.4801501395867976,CNN,all,2048,True,0
log2FC,One-Hot,OGs,sign_accuracy,0.6608587429993777,CNN,all,2048,True,0
log2FC,One-Hot,OGs,Spearman,0.4317902028218429,CNN,all,2048,True,0
log2FC,One-Hot,Pep1,R2,0.2283777594566345,CNN,all,2048,True,0
log2FC,One-Hot,Pep1,Pearson,0.4927911190446169,CNN,all,2048,True,0
log2FC,One-Hot,Pep1,sign_accuracy,0.6677037958929682,CNN,all,2048,True,0
log2FC,One-Hot,Pep1,Spearman,0.4539713063814661,CNN,all,2048,True,0
log2FC,One-Hot,MeJA,R2,0.0235989689826965,CNN,all,4096,True,0
log2FC,One-Hot,MeJA,Pearson,0.1611338909050139,CNN,all,4096,True,0
log2FC,One-Hot,MeJA,sign_accuracy,0.5342252644679527,CNN,all,4096,True,0
log2FC,One-Hot,MeJA,Spearman,0.1509670989922903,CNN,all,4096,True,0
log2FC,One-Hot,SA,R2,0.0551685094833374,CNN,all,4096,True,0
log2FC,One-Hot,SA,Pearson,0.2736970628879701,CNN,all,4096,True,0
log2FC,One-Hot,SA,sign_accuracy,0.5939639079029247,CNN,all,4096,True,0
log2FC,One-Hot,SA,Spearman,0.2800889691885009,CNN,all,4096,True,0
log2FC,One-Hot,SA+MeJA,R2,0.0293105840682983,CNN,all,4096,True,0
log2FC,One-Hot,SA+MeJA,Pearson,0.1857840159695161,CNN,all,4096,True,0
log2FC,One-Hot,SA+MeJA,sign_accuracy,0.582451773490977,CNN,all,4096,True,0
log2FC,One-Hot,SA+MeJA,Spearman,0.2356811352688472,CNN,all,4096,True,0
log2FC,One-Hot,ABA,R2,0.0313076972961425,CNN,all,4096,True,0
log2FC,One-Hot,ABA,Pearson,0.1822610589137568,CNN,all,4096,True,0
log2FC,One-Hot,ABA,sign_accuracy,0.5774735532047293,CNN,all,4096,True,0
log2FC,One-Hot,ABA,Spearman,0.221146746445001,CNN,all,4096,True,0
log2FC,One-Hot,ABA+MeJA,R2,0.0315403938293457,CNN,all,4096,True,0
log2FC,One-Hot,ABA+MeJA,Pearson,0.186827481243644,CNN,all,4096,True,0
log2FC,One-Hot,ABA+MeJA,sign_accuracy,0.5830740510267579,CNN,all,4096,True,0
log2FC,One-Hot,ABA+MeJA,Spearman,0.2238243088569543,CNN,all,4096,True,0
log2FC,One-Hot,3-OH10,R2,0.1086237430572509,CNN,all,4096,True,0
log2FC,One-Hot,3-OH10,Pearson,0.3754580506341604,CNN,all,4096,True,0
log2FC,One-Hot,3-OH10,sign_accuracy,0.626633478531425,CNN,all,4096,True,0
log2FC,One-Hot,3-OH10,Spearman,0.3304305801758027,CNN,all,4096,True,0
log2FC,One-Hot,chitooct,R2,0.1083331704139709,CNN,all,4096,True,0
log2FC,One-Hot,chitooct,Pearson,0.3522178545273049,CNN,all,4096,True,0
log2FC,One-Hot,chitooct,sign_accuracy,0.618855009334163,CNN,all,4096,True,0
log2FC,One-Hot,chitooct,Spearman,0.3286993865826854,CNN,all,4096,True,0
log2FC,One-Hot,elf18,R2,0.1707500219345092,CNN,all,4096,True,0
log2FC,One-Hot,elf18,Pearson,0.4263703656779096,CNN,all,4096,True,0
log2FC,One-Hot,elf18,sign_accuracy,0.657125077784692,CNN,all,4096,True,0
log2FC,One-Hot,elf18,Spearman,0.4251731070023695,CNN,all,4096,True,0
log2FC,One-Hot,flg22,R2,0.1857717633247375,CNN,all,4096,True,0
log2FC,One-Hot,flg22,Pearson,0.4463998059590974,CNN,all,4096,True,0
log2FC,One-Hot,flg22,sign_accuracy,0.6561916614810205,CNN,all,4096,True,0
log2FC,One-Hot,flg22,Spearman,0.4391544097569851,CNN,all,4096,True,0
log2FC,One-Hot,nlp20,R2,0.1450336575508117,CNN,all,4096,True,0
log2FC,One-Hot,nlp20,Pearson,0.4068071140429868,CNN,all,4096,True,0
log2FC,One-Hot,nlp20,sign_accuracy,0.6474797759800871,CNN,all,4096,True,0
log2FC,One-Hot,nlp20,Spearman,0.4158139653219527,CNN,all,4096,True,0
log2FC,One-Hot,OGs,R2,0.1401017904281616,CNN,all,4096,True,0
log2FC,One-Hot,OGs,Pearson,0.4020059157292147,CNN,all,4096,True,0
log2FC,One-Hot,OGs,sign_accuracy,0.6484131922837586,CNN,all,4096,True,0
log2FC,One-Hot,OGs,Spearman,0.3914422794385965,CNN,all,4096,True,0
log2FC,One-Hot,Pep1,R2,0.1650497317314148,CNN,all,4096,True,0
log2FC,One-Hot,Pep1,Pearson,0.4226589402297482,CNN,all,4096,True,0
log2FC,One-Hot,Pep1,sign_accuracy,0.6658369632856254,CNN,all,4096,True,0
log2FC,One-Hot,Pep1,Spearman,0.4243476567588379,CNN,all,4096,True,0
log2FC,String,MeJA,Pearson,0.2432340921335508,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,MeJA,sign_accuracy,0.5666666666666667,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,MeJA,Spearman,0.2455683339512814,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,MeJA,R2,0.0570747791077016,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA,Pearson,0.2763968917190584,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA,sign_accuracy,0.5504672897196262,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA,Spearman,0.2787558035168025,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA,R2,0.0469223859841732,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA+MeJA,Pearson,0.2105208080165136,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA+MeJA,sign_accuracy,0.5813084112149532,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA+MeJA,Spearman,0.2591202256445639,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,SA+MeJA,R2,0.0419889475820312,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA,Pearson,0.2894531180151736,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA,sign_accuracy,0.5968847352024922,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA,Spearman,0.3003463355409274,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA,R2,0.070271457266909,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA+MeJA,Pearson,0.2795358119874116,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA+MeJA,sign_accuracy,0.573208722741433,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA+MeJA,Spearman,0.2724647566146467,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,ABA+MeJA,R2,0.0686552431931729,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,3-OH10,Pearson,0.4696147016636297,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,3-OH10,sign_accuracy,0.625233644859813,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,3-OH10,Spearman,0.323276463302904,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,3-OH10,R2,0.2134816646923085,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,chitooct,Pearson,0.4455805719130762,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,chitooct,sign_accuracy,0.6018691588785047,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,chitooct,Spearman,0.2814348237513351,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,chitooct,R2,0.1883072103706156,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,elf18,Pearson,0.4852799430649941,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,elf18,sign_accuracy,0.6345794392523364,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,elf18,Spearman,0.3670816560704283,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,elf18,R2,0.2206915316120815,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,flg22,Pearson,0.4969189480953688,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,flg22,sign_accuracy,0.6364485981308411,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,flg22,Spearman,0.3880998311684496,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,flg22,R2,0.234204537242686,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,nlp20,Pearson,0.4444668676773683,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,nlp20,sign_accuracy,0.6364485981308411,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,nlp20,Spearman,0.3655029782708023,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,nlp20,R2,0.1820863454149212,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,OGs,Pearson,0.4748934955274465,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,OGs,sign_accuracy,0.6339563862928349,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,OGs,Spearman,0.352658256380872,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,OGs,R2,0.2109057927686044,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,Pep1,Pearson,0.474595283465456,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,Pep1,sign_accuracy,0.6364485981308411,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,Pep1,Spearman,0.3820760166351836,AgroNT,not apply,not apply,not apply,not apply
log2FC,String,Pep1,R2,0.2108841995944759,AgroNT,not apply,not apply,not apply,not apply
DE_per_treatment,6-mer,MeJA,Accuracy,0.6013548723293382,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,MeJA,MCC,0.1597945126468834,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,MeJA,F1,0.4512195121951219,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,MeJA,AUC,0.6150732045072378,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA,Accuracy,0.5758775402480866,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA,MCC,0.1423806698928269,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA,F1,0.4982828598189198,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA,AUC,0.5965980096510788,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA+MeJA,Accuracy,0.5690993788819876,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA+MeJA,MCC,0.1322418077095093,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA+MeJA,F1,0.5155659004946174,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,SA+MeJA,AUC,0.5972965318294416,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA,Accuracy,0.5523640061006609,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA,MCC,0.0976733251761936,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA,F1,0.4995737425404944,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA,AUC,0.5779083904034705,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA+MeJA,Accuracy,0.566289825282631,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA+MeJA,MCC,0.1291071285981765,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA+MeJA,F1,0.5979037636969986,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,ABA+MeJA,AUC,0.5946077655227806,linear,not apply,2048,True,not apply
DE_per_treatment,6-mer,3-OH10,Accuracy,0.7331619537275065,linear,not apply,2048,True,not apply
