outcome_type,in_type,treatment,metric,value,model_type,exons,length,rc,replicate
quantiles_per_treatment,String,nlp20,Accuracy,0.6369168356997972,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,nlp20,MCC,0.2944781199936289,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,nlp20,AUC,0.7129752317777238,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,nlp20,F1,0.540436456996149,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,OGs,Accuracy,0.66254036598493,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,OGs,MCC,0.3144424688275672,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,OGs,AUC,0.7291329364730947,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,OGs,F1,0.5352112676056338,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,Pep1,Accuracy,0.6574923547400612,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,Pep1,MCC,0.3335050703775576,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,Pep1,AUC,0.7408079159759071,AgroNT,not apply,not apply,not apply,not apply
quantiles_per_treatment,String,Pep1,F1,0.5736040609137056,AgroNT,not apply,not apply,not apply,not apply
amplitude,6-mer,MeJA,R2,0.0394178410263827,linear,not apply,2048,True,not apply
amplitude,6-mer,MeJA,Pearson,0.2011348165822355,linear,not apply,2048,True,not apply
amplitude,6-mer,MeJA,Spearman,0.2222881404319282,linear,not apply,2048,True,not apply
amplitude,6-mer,MeJA,sign_accuracy,0.5098545992583009,linear,not apply,2048,True,not apply
amplitude,6-mer,SA,R2,0.050586487825332,linear,not apply,2048,True,not apply
amplitude,6-mer,SA,Pearson,0.2351457925242011,linear,not apply,2048,True,not apply
amplitude,6-mer,SA,Spearman,0.2330876513890665,linear,not apply,2048,True,not apply
amplitude,6-mer,SA,sign_accuracy,0.5003275960144808,linear,not apply,2048,True,not apply
amplitude,6-mer,SA+MeJA,R2,0.0241218269352484,linear,not apply,2048,True,not apply
amplitude,6-mer,SA+MeJA,Pearson,0.1816832045633166,linear,not apply,2048,True,not apply
amplitude,6-mer,SA+MeJA,Spearman,0.1854418768110166,linear,not apply,2048,True,not apply
amplitude,6-mer,SA+MeJA,sign_accuracy,0.4998001896649265,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA,R2,0.0519169877721893,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA,Pearson,0.2433391180055489,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA,Spearman,0.2306742851900441,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA,sign_accuracy,0.4988534139493171,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA+MeJA,R2,0.0373596605605847,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA+MeJA,Pearson,0.2069075868570462,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA+MeJA,Spearman,0.1838455257854092,linear,not apply,2048,True,not apply
amplitude,6-mer,ABA+MeJA,sign_accuracy,0.5379918441758191,linear,not apply,2048,True,not apply
amplitude,6-mer,3-OH10,R2,0.0615782184385136,linear,not apply,2048,True,not apply
amplitude,6-mer,3-OH10,Pearson,0.2482876120836559,linear,not apply,2048,True,not apply
amplitude,6-mer,3-OH10,Spearman,0.1707204276476814,linear,not apply,2048,True,not apply
amplitude,6-mer,3-OH10,sign_accuracy,0.4897647543087975,linear,not apply,2048,True,not apply
amplitude,6-mer,chitooct,R2,0.0493823340781702,linear,not apply,2048,True,not apply
amplitude,6-mer,chitooct,Pearson,0.230890347608735,linear,not apply,2048,True,not apply
amplitude,6-mer,chitooct,Spearman,0.159688182201194,linear,not apply,2048,True,not apply
amplitude,6-mer,chitooct,sign_accuracy,0.4881457484736388,linear,not apply,2048,True,not apply
amplitude,6-mer,elf18,R2,0.0961301247133523,linear,not apply,2048,True,not apply
amplitude,6-mer,elf18,Pearson,0.317853393704037,linear,not apply,2048,True,not apply
amplitude,6-mer,elf18,Spearman,0.2403022752575132,linear,not apply,2048,True,not apply
amplitude,6-mer,elf18,sign_accuracy,0.4931936700395632,linear,not apply,2048,True,not apply
amplitude,6-mer,flg22,R2,0.1002556214274821,linear,not apply,2048,True,not apply
amplitude,6-mer,flg22,Pearson,0.3254985938375894,linear,not apply,2048,True,not apply
amplitude,6-mer,flg22,Spearman,0.254817148154896,linear,not apply,2048,True,not apply
amplitude,6-mer,flg22,sign_accuracy,0.4956413466442125,linear,not apply,2048,True,not apply
amplitude,6-mer,nlp20,R2,0.0701584063207958,linear,not apply,2048,True,not apply
amplitude,6-mer,nlp20,Pearson,0.2708961488886819,linear,not apply,2048,True,not apply
amplitude,6-mer,nlp20,Spearman,0.2059563002265478,linear,not apply,2048,True,not apply
amplitude,6-mer,nlp20,sign_accuracy,0.4903533428927347,linear,not apply,2048,True,not apply
amplitude,6-mer,OGs,R2,0.089339020440301,linear,not apply,2048,True,not apply
amplitude,6-mer,OGs,Pearson,0.3038460337783327,linear,not apply,2048,True,not apply
amplitude,6-mer,OGs,Spearman,0.2193716508727732,linear,not apply,2048,True,not apply
amplitude,6-mer,OGs,sign_accuracy,0.485014224869494,linear,not apply,2048,True,not apply
amplitude,6-mer,Pep1,R2,0.1011358896866967,linear,not apply,2048,True,not apply
amplitude,6-mer,Pep1,Pearson,0.3199327498014725,linear,not apply,2048,True,not apply
amplitude,6-mer,Pep1,Spearman,0.2664040147326522,linear,not apply,2048,True,not apply
amplitude,6-mer,Pep1,sign_accuracy,0.4955942982804307,linear,not apply,2048,True,not apply
amplitude,DAPseq,MeJA,R2,0.0287949853523952,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,MeJA,Pearson,0.1712796848803808,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,MeJA,Spearman,0.1768192519626593,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,MeJA,sign_accuracy,0.5152657419372076,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA,R2,0.0466685118509351,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA,Pearson,0.2202627404054531,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA,Spearman,0.2207538533943843,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA,sign_accuracy,0.5060241267107308,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA+MeJA,R2,0.0216497619239495,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA+MeJA,Pearson,0.1583033497681797,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA+MeJA,Spearman,0.1602707074244553,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,SA+MeJA,sign_accuracy,0.5003275960144808,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA,R2,0.0388283576080583,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA,Pearson,0.2005841283575932,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA,Spearman,0.1875597498606549,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA,sign_accuracy,0.5007440611605496,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA+MeJA,R2,0.046249543360064,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA+MeJA,Pearson,0.2158532528925466,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA+MeJA,Spearman,0.1935441000123291,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,ABA+MeJA,sign_accuracy,0.5260589850951558,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,3-OH10,R2,0.0413207003376211,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,3-OH10,Pearson,0.20661745344694,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,3-OH10,Spearman,0.1502377120212643,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,3-OH10,sign_accuracy,0.4981951240857031,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,chitooct,R2,0.0461016340734673,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,chitooct,Pearson,0.2223142172525773,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,chitooct,Spearman,0.1537663943260961,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,chitooct,sign_accuracy,0.4936043267456588,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,elf18,R2,0.0759836101068158,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,elf18,Pearson,0.2832482421398916,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,elf18,Spearman,0.2282830401605934,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,elf18,sign_accuracy,0.5043284494679275,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,flg22,R2,0.0731666748558041,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,flg22,Pearson,0.2785778879379432,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,flg22,Spearman,0.2222700013958619,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,flg22,sign_accuracy,0.4987935870175945,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,nlp20,R2,0.0543092983784252,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,nlp20,Pearson,0.2370630264626682,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,nlp20,Spearman,0.1891242037283564,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,nlp20,sign_accuracy,0.4961524893618422,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,OGs,R2,0.0649011669355699,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,OGs,Pearson,0.2611116506407814,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,OGs,Spearman,0.1922188835857971,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,OGs,sign_accuracy,0.4955081397541636,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,Pep1,R2,0.0678205857434166,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,Pep1,Pearson,0.2649735236363069,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,Pep1,Spearman,0.2222652121735666,linear,not apply,2048,not apply,not apply
amplitude,DAPseq,Pep1,sign_accuracy,0.5029291962784164,linear,not apply,2048,not apply,not apply
amplitude,One-Hot,MeJA,R2,0.0036743283271789,CNN,masked,2048,True,0
amplitude,One-Hot,MeJA,Pearson,0.1110783157057345,CNN,masked,2048,True,0
amplitude,One-Hot,MeJA,sign_accuracy,0.529869321717486,CNN,masked,2048,True,0
amplitude,One-Hot,MeJA,Spearman,0.0858685296298116,CNN,masked,2048,True,0
amplitude,One-Hot,SA,R2,-0.0284072160720825,CNN,masked,2048,True,0
amplitude,One-Hot,SA,Pearson,0.1809841158776101,CNN,masked,2048,True,0
amplitude,One-Hot,SA,sign_accuracy,0.5696950840074674,CNN,masked,2048,True,0
amplitude,One-Hot,SA,Spearman,0.1685571083381368,CNN,masked,2048,True,0
amplitude,One-Hot,SA+MeJA,R2,-0.0290131568908691,CNN,masked,2048,True,0
amplitude,One-Hot,SA+MeJA,Pearson,0.1458529256114002,CNN,masked,2048,True,0
amplitude,One-Hot,SA+MeJA,sign_accuracy,0.5342252644679527,CNN,masked,2048,True,0
amplitude,One-Hot,SA+MeJA,Spearman,0.1292376152248826,CNN,masked,2048,True,0
amplitude,One-Hot,ABA,R2,-0.0323098897933959,CNN,masked,2048,True,0
amplitude,One-Hot,ABA,Pearson,0.0965253530387889,CNN,masked,2048,True,0
amplitude,One-Hot,ABA,sign_accuracy,0.5413814561294338,CNN,masked,2048,True,0
amplitude,One-Hot,ABA,Spearman,0.0820574084884831,CNN,masked,2048,True,0
amplitude,One-Hot,ABA+MeJA,R2,-0.0428402423858642,CNN,masked,2048,True,0
amplitude,One-Hot,ABA+MeJA,Pearson,0.0525077076152473,CNN,masked,2048,True,0
amplitude,One-Hot,ABA+MeJA,sign_accuracy,0.5420037336652147,CNN,masked,2048,True,0
amplitude,One-Hot,ABA+MeJA,Spearman,0.0417420107383119,CNN,masked,2048,True,0
amplitude,One-Hot,3-OH10,R2,-0.0069983005523681,CNN,masked,2048,True,0
amplitude,One-Hot,3-OH10,Pearson,0.2294639367598799,CNN,masked,2048,True,0
amplitude,One-Hot,3-OH10,sign_accuracy,0.5793403858120721,CNN,masked,2048,True,0
amplitude,One-Hot,3-OH10,Spearman,0.164393911084076,CNN,masked,2048,True,0
amplitude,One-Hot,chitooct,R2,0.0227842926979064,CNN,masked,2048,True,0
amplitude,One-Hot,chitooct,Pearson,0.2341024729431938,CNN,masked,2048,True,0
amplitude,One-Hot,chitooct,sign_accuracy,0.5740510267579341,CNN,masked,2048,True,0
amplitude,One-Hot,chitooct,Spearman,0.1558471005956867,CNN,masked,2048,True,0
amplitude,One-Hot,elf18,R2,0.0095307230949401,CNN,masked,2048,True,0
amplitude,One-Hot,elf18,Pearson,0.2563518397570221,CNN,masked,2048,True,0
amplitude,One-Hot,elf18,sign_accuracy,0.5802738021157436,CNN,masked,2048,True,0
amplitude,One-Hot,elf18,Spearman,0.1780086777469067,CNN,masked,2048,True,0
amplitude,One-Hot,flg22,R2,-0.0103869438171386,CNN,masked,2048,True,0
amplitude,One-Hot,flg22,Pearson,0.2623150881906185,CNN,masked,2048,True,0
amplitude,One-Hot,flg22,sign_accuracy,0.5653391412570006,CNN,masked,2048,True,0
amplitude,One-Hot,flg22,Spearman,0.19652773991064,CNN,masked,2048,True,0
amplitude,One-Hot,nlp20,R2,-0.003474473953247,CNN,masked,2048,True,0
amplitude,One-Hot,nlp20,Pearson,0.2318238306462074,CNN,masked,2048,True,0
amplitude,One-Hot,nlp20,sign_accuracy,0.5715619166148102,CNN,masked,2048,True,0
amplitude,One-Hot,nlp20,Spearman,0.170524102930573,CNN,masked,2048,True,0
amplitude,One-Hot,OGs,R2,0.0112030506134033,CNN,masked,2048,True,0
amplitude,One-Hot,OGs,Pearson,0.2622987602128118,CNN,masked,2048,True,0
amplitude,One-Hot,OGs,sign_accuracy,0.5821406347230865,CNN,masked,2048,True,0
amplitude,One-Hot,OGs,Spearman,0.1910865160702674,CNN,masked,2048,True,0
amplitude,One-Hot,Pep1,R2,0.0145580768585205,CNN,masked,2048,True,0
amplitude,One-Hot,Pep1,Pearson,0.2527799467806552,CNN,masked,2048,True,0
amplitude,One-Hot,Pep1,sign_accuracy,0.5815183571873055,CNN,masked,2048,True,0
amplitude,One-Hot,Pep1,Spearman,0.1943774378750304,CNN,masked,2048,True,0
amplitude,One-Hot,MeJA,R2,0.0542560815811157,CNN,all,2048,True,0
amplitude,One-Hot,MeJA,Pearson,0.234507928546294,CNN,all,2048,True,0
amplitude,One-Hot,MeJA,sign_accuracy,0.5846297448662103,CNN,all,2048,True,0
amplitude,One-Hot,MeJA,Spearman,0.233481415946465,CNN,all,2048,True,0
amplitude,One-Hot,SA,R2,0.0746364593505859,CNN,all,2048,True,0
amplitude,One-Hot,SA,Pearson,0.3187765034330453,CNN,all,2048,True,0
amplitude,One-Hot,SA,sign_accuracy,0.6334785314250155,CNN,all,2048,True,0
amplitude,One-Hot,SA,Spearman,0.3335195707200852,CNN,all,2048,True,0
amplitude,One-Hot,SA+MeJA,R2,0.0410446524620056,CNN,all,2048,True,0
amplitude,One-Hot,SA+MeJA,Pearson,0.2411842707801272,CNN,all,2048,True,0
amplitude,One-Hot,SA+MeJA,sign_accuracy,0.5945861854387057,CNN,all,2048,True,0
amplitude,One-Hot,SA+MeJA,Spearman,0.2591099984820976,CNN,all,2048,True,0
amplitude,One-Hot,ABA,R2,0.0418620109558105,CNN,all,2048,True,0
amplitude,One-Hot,ABA,Pearson,0.223578602682594,CNN,all,2048,True,0
amplitude,One-Hot,ABA,sign_accuracy,0.6039203484754201,CNN,all,2048,True,0
amplitude,One-Hot,ABA,Spearman,0.2440634461670527,CNN,all,2048,True,0
amplitude,One-Hot,ABA+MeJA,R2,0.0617656707763671,CNN,all,2048,True,0
amplitude,One-Hot,ABA+MeJA,Pearson,0.2564772592563634,CNN,all,2048,True,0
amplitude,One-Hot,ABA+MeJA,sign_accuracy,0.6098319850653391,CNN,all,2048,True,0
amplitude,One-Hot,ABA+MeJA,Spearman,0.2706830925136086,CNN,all,2048,True,0
amplitude,One-Hot,3-OH10,R2,0.0806573629379272,CNN,all,2048,True,0
amplitude,One-Hot,3-OH10,Pearson,0.3418318888916304,CNN,all,2048,True,0
amplitude,One-Hot,3-OH10,sign_accuracy,0.6316116988176727,CNN,all,2048,True,0
amplitude,One-Hot,3-OH10,Spearman,0.2861528965290086,CNN,all,2048,True,0
amplitude,One-Hot,chitooct,R2,0.0946518182754516,CNN,all,2048,True,0
amplitude,One-Hot,chitooct,Pearson,0.3370832175145253,CNN,all,2048,True,0
amplitude,One-Hot,chitooct,sign_accuracy,0.612321095208463,CNN,all,2048,True,0
amplitude,One-Hot,chitooct,Spearman,0.2609271483204293,CNN,all,2048,True,0
amplitude,One-Hot,elf18,R2,0.148752748966217,CNN,all,2048,True,0
amplitude,One-Hot,elf18,Pearson,0.4101294065168752,CNN,all,2048,True,0
amplitude,One-Hot,elf18,sign_accuracy,0.6440572495332918,CNN,all,2048,True,0
amplitude,One-Hot,elf18,Spearman,0.3582959295470717,CNN,all,2048,True,0
amplitude,One-Hot,flg22,R2,0.1561542153358459,CNN,all,2048,True,0
amplitude,One-Hot,flg22,Pearson,0.4235088743535838,CNN,all,2048,True,0
amplitude,One-Hot,flg22,sign_accuracy,0.6369010578718108,CNN,all,2048,True,0
amplitude,One-Hot,flg22,Spearman,0.3815310333768454,CNN,all,2048,True,0
amplitude,One-Hot,nlp20,R2,0.1192483901977539,CNN,all,2048,True,0
amplitude,One-Hot,nlp20,Pearson,0.3668314058786416,CNN,all,2048,True,0
amplitude,One-Hot,nlp20,sign_accuracy,0.6375233354075918,CNN,all,2048,True,0
amplitude,One-Hot,nlp20,Spearman,0.3496459918008626,CNN,all,2048,True,0
amplitude,One-Hot,OGs,R2,0.1163699030876159,CNN,all,2048,True,0
amplitude,One-Hot,OGs,Pearson,0.3820798229608048,CNN,all,2048,True,0
amplitude,One-Hot,OGs,sign_accuracy,0.6437461107654013,CNN,all,2048,True,0
amplitude,One-Hot,OGs,Spearman,0.3279920811762709,CNN,all,2048,True,0
amplitude,One-Hot,Pep1,R2,0.1457915902137756,CNN,all,2048,True,0
amplitude,One-Hot,Pep1,Pearson,0.3927562377736819,CNN,all,2048,True,0
amplitude,One-Hot,Pep1,sign_accuracy,0.6362787803360299,CNN,all,2048,True,0
amplitude,One-Hot,Pep1,Spearman,0.3525108666612927,CNN,all,2048,True,0
amplitude,One-Hot,MeJA,R2,-0.0050083398818969,CNN,all,4096,True,0
amplitude,One-Hot,MeJA,Pearson,0.054435567059864,CNN,all,4096,True,0
amplitude,One-Hot,MeJA,sign_accuracy,0.5314250155569384,CNN,all,4096,True,0
amplitude,One-Hot,MeJA,Spearman,0.0420589884023812,CNN,all,4096,True,0
amplitude,One-Hot,SA,R2,-0.0268356800079345,CNN,all,4096,True,0
amplitude,One-Hot,SA,Pearson,0.0956906577902959,CNN,all,4096,True,0
amplitude,One-Hot,SA,sign_accuracy,0.5532047293092719,CNN,all,4096,True,0
amplitude,One-Hot,SA,Spearman,0.1014717794130265,CNN,all,4096,True,0
amplitude,One-Hot,SA+MeJA,R2,-0.0125360488891601,CNN,all,4096,True,0
amplitude,One-Hot,SA+MeJA,Pearson,0.1170541516747544,CNN,all,4096,True,0
amplitude,One-Hot,SA+MeJA,sign_accuracy,0.5457373988799005,CNN,all,4096,True,0
amplitude,One-Hot,SA+MeJA,Spearman,0.1132694527946876,CNN,all,4096,True,0
amplitude,One-Hot,ABA,R2,0.0082483291625976,CNN,all,4096,True,0
amplitude,One-Hot,ABA,Pearson,0.1283727157009145,CNN,all,4096,True,0
amplitude,One-Hot,ABA,sign_accuracy,0.5510267579340385,CNN,all,4096,True,0
amplitude,One-Hot,ABA,Spearman,0.1364616132006899,CNN,all,4096,True,0
amplitude,One-Hot,ABA+MeJA,R2,0.0076413750648498,CNN,all,4096,True,0
amplitude,One-Hot,ABA+MeJA,Pearson,0.1142932392097652,CNN,all,4096,True,0
amplitude,One-Hot,ABA+MeJA,sign_accuracy,0.5634723086496577,CNN,all,4096,True,0
amplitude,One-Hot,ABA+MeJA,Spearman,0.1155849926848018,CNN,all,4096,True,0
amplitude,One-Hot,3-OH10,R2,-0.034666895866394,CNN,all,4096,True,0
amplitude,One-Hot,3-OH10,Pearson,0.0898574925105901,CNN,all,4096,True,0
amplitude,One-Hot,3-OH10,sign_accuracy,0.5550715619166148,CNN,all,4096,True,0
amplitude,One-Hot,3-OH10,Spearman,0.1027870790763181,CNN,all,4096,True,0
amplitude,One-Hot,chitooct,R2,-0.0230578184127807,CNN,all,4096,True,0
amplitude,One-Hot,chitooct,Pearson,0.0753935334024847,CNN,all,4096,True,0
amplitude,One-Hot,chitooct,sign_accuracy,0.5463596764156814,CNN,all,4096,True,0
amplitude,One-Hot,chitooct,Spearman,0.0833977162550973,CNN,all,4096,True,0
amplitude,One-Hot,elf18,R2,-0.0182397365570068,CNN,all,4096,True,0
amplitude,One-Hot,elf18,Pearson,0.1272966939811446,CNN,all,4096,True,0
amplitude,One-Hot,elf18,sign_accuracy,0.5631611698817672,CNN,all,4096,True,0
amplitude,One-Hot,elf18,Spearman,0.1512451805090411,CNN,all,4096,True,0
amplitude,One-Hot,flg22,R2,-0.0105841159820556,CNN,all,4096,True,0
amplitude,One-Hot,flg22,Pearson,0.1619924300497006,CNN,all,4096,True,0
amplitude,One-Hot,flg22,sign_accuracy,0.5731176104542626,CNN,all,4096,True,0
amplitude,One-Hot,flg22,Spearman,0.1801648800303881,CNN,all,4096,True,0
amplitude,One-Hot,nlp20,R2,-0.0122808218002319,CNN,all,4096,True,0
amplitude,One-Hot,nlp20,Pearson,0.1270951419956035,CNN,all,4096,True,0
amplitude,One-Hot,nlp20,sign_accuracy,0.559116365899191,CNN,all,4096,True,0
amplitude,One-Hot,nlp20,Spearman,0.1460764520611422,CNN,all,4096,True,0
amplitude,One-Hot,OGs,R2,-0.0206975936889648,CNN,all,4096,True,0
amplitude,One-Hot,OGs,Pearson,0.1245230918729533,CNN,all,4096,True,0
amplitude,One-Hot,OGs,sign_accuracy,0.575917859365277,CNN,all,4096,True,0
amplitude,One-Hot,OGs,Spearman,0.1504100565328351,CNN,all,4096,True,0
amplitude,One-Hot,Pep1,R2,0.0008237957954406,CNN,all,4096,True,0
amplitude,One-Hot,Pep1,Pearson,0.1542645756516791,CNN,all,4096,True,0
amplitude,One-Hot,Pep1,sign_accuracy,0.5687616677037959,CNN,all,4096,True,0
amplitude,One-Hot,Pep1,Spearman,0.1731122805685044,CNN,all,4096,True,0
amplitude,String,MeJA,R2,0.0614768517352601,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,MeJA,sign_accuracy,0.5906542056074766,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,MeJA,Pearson,0.2503183696149265,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,MeJA,Spearman,0.2482032991293212,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA,R2,0.071762739571152,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA,sign_accuracy,0.6077881619937695,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA,Pearson,0.3005870563973042,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA,Spearman,0.2990043894362802,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA+MeJA,R2,0.0378518904948197,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA+MeJA,sign_accuracy,0.5710280373831775,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA+MeJA,Pearson,0.2470282531647632,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,SA+MeJA,Spearman,0.2718968396238262,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA,R2,0.0638986779408721,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA,sign_accuracy,0.6127725856697819,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA,Pearson,0.2579834347814591,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA,Spearman,0.2648155299779892,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA+MeJA,R2,0.0784640363545404,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA+MeJA,sign_accuracy,0.6165109034267913,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA+MeJA,Pearson,0.281278308729921,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,ABA+MeJA,Spearman,0.2801672552427378,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,3-OH10,R2,0.1437998347859804,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,3-OH10,sign_accuracy,0.6109034267912773,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,3-OH10,Pearson,0.3890161678439084,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,3-OH10,Spearman,0.2449020189536349,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,chitooct,R2,0.1468637771026016,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,chitooct,sign_accuracy,0.5965732087227414,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,chitooct,Pearson,0.3858296835885663,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,chitooct,Spearman,0.2366058572971876,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,elf18,R2,0.1834611657573545,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,elf18,sign_accuracy,0.6395638629283489,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,elf18,Pearson,0.4326595081137197,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,elf18,Spearman,0.3397447256524288,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,flg22,R2,0.1973688837118934,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,flg22,sign_accuracy,0.6320872274143302,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,flg22,Pearson,0.4530778595953316,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,flg22,Spearman,0.3674001764732238,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,nlp20,R2,0.1439719270134233,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,nlp20,sign_accuracy,0.6320872274143302,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,nlp20,Pearson,0.3953338728741132,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,nlp20,Spearman,0.3229870450732591,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,OGs,R2,0.1609147694561006,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,OGs,sign_accuracy,0.6389408099688474,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,OGs,Pearson,0.4196238297328729,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,OGs,Spearman,0.3117634625965424,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,Pep1,R2,0.1734174679902942,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,Pep1,sign_accuracy,0.6414330218068536,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,Pep1,Pearson,0.4214789504916069,AgroNT,not apply,not apply,not apply,not apply
amplitude,String,Pep1,Spearman,0.3532437426433017,AgroNT,not apply,not apply,not apply,not apply
log2FC,6-mer,MeJA,R2,0.0467850040267943,linear,not apply,2048,True,not apply
log2FC,6-mer,MeJA,Pearson,0.2207153711855206,linear,not apply,2048,True,not apply
log2FC,6-mer,MeJA,Spearman,0.2460732356285141,linear,not apply,2048,True,not apply
log2FC,6-mer,MeJA,sign_accuracy,0.5029553342582951,linear,not apply,2048,True,not apply
